../Graphs/large_twitch_edges.csv,168114,35279,1,7911,6.98271,535797170176,107.494,502130
../Graphs/large_twitch_edges.csv,168114,35279,2,5150,8.04772,588410519552,198.903,1259270
../Graphs/large_twitch_edges.csv,168114,35279,3,3889,9.00588,602402717696,284.018,2050225
../Graphs/large_twitch_edges.csv,168114,35279,4,3093,10.0454,708988370944,365.046,2826221
../Graphs/large_twitch_edges.csv,168114,35279,5,2620,10.6304,790273982464,443.033,3400689
../Graphs/large_twitch_edges.csv,168114,35279,6,2248,11.3561,897413283840,518.598,3987489
../Graphs/large_twitch_edges.csv,168114,35279,7,2035,11.3052,997724258304,592.147,4493974
../Graphs/large_twitch_edges.csv,168114,35279,8,1801,11.6514,1054246699008,663.973,4861245
../Graphs/large_twitch_edges.csv,168114,35279,9,1630,12.0075,1175428530176,734.29,5263409
../Graphs/large_twitch_edges.csv,168114,35279,10,1501,12.4154,1192809725952,803.268,5539194
../Graphs/large_twitch_edges.csv,168114,35279,11,1385,12.4776,1265891278848,871.039,5794006
../Graphs/large_twitch_edges.csv,168114,35279,12,1292,12.6671,1336372363264,937.717,5973440
../Graphs/large_twitch_edges.csv,168114,35279,13,1203,12.8563,1389539360768,1003.39,6163636
../Graphs/large_twitch_edges.csv,168114,35279,14,1149,12.9971,1444233084928,1068.14,6286853
../Graphs/large_twitch_edges.csv,168114,35279,15,1067,13.2369,1494900277248,1132.02,6403185
../Graphs/large_twitch_edges.csv,168114,35279,16,1021,13.2952,1603113320448,1195.11,6485528
../Graphs/large_twitch_edges.csv,168114,35279,17,960,13.7355,1603113320448,1257.44,6564176
../Graphs/large_twitch_edges.csv,168114,35279,18,925,789.908,1634520268800,1319.06,6621665
../Graphs/large_twitch_edges.csv,168114,35279,19,885,13.7308,1634537046016,1380.01,6651141
../Graphs/large_twitch_edges.csv,168114,35279,20,850,13.5446,1635342352384,1440.34,6686668
../Graphs/large_twitch_edges.csv,168114,35279,21,809,14.6403,1766489849856,1500.05,6715242
../Graphs/large_twitch_edges.csv,168114,35279,22,796,13.9736,1802846076928,1559.2,6737494
../Graphs/large_twitch_edges.csv,168114,35279,23,748,13.807,1910606135296,1617.8,6752363
../Graphs/large_twitch_edges.csv,168114,35279,24,708,14.0581,1926729039872,1675.87,6763782
../Graphs/large_twitch_edges.csv,168114,35279,25,695,14.4758,1926745817088,1733.45,6774053
../Graphs/large_twitch_edges.csv,168114,35279,26,679,14.6993,2017040793600,1790.54,6778900
../Graphs/large_twitch_edges.csv,168114,35279,27,659,14.8178,2017057570816,1847.17,6784345
../Graphs/large_twitch_edges.csv,168114,35279,28,633,14.8816,2017057570816,1903.35,6788161
../Graphs/large_twitch_edges.csv,168114,35279,29,621,15.6496,2017057570816,1959.11,6790812
../Graphs/large_twitch_edges.csv,168114,35279,30,600,15.6298,2096967450624,2014.45,6792729
../Graphs/large_twitch_edges.csv,168114,35279,31,590,15.661,2099232374784,2069.38,6794159
../Graphs/large_twitch_edges.csv,168114,35279,32,566,15.8299,2127652978688,2123.93,6795086
../Graphs/large_twitch_edges.csv,168114,35279,33,561,15.7747,2204391964672,2178.1,6795840
../Graphs/large_twitch_edges.csv,168114,35279,34,545,15.7504,2289536335872,2231.91,6796439
../Graphs/large_twitch_edges.csv,168114,35279,35,536,15.8882,2316916752384,2285.37,6796751
../Graphs/large_twitch_edges.csv,168114,35279,36,522,16.2457,2344079065088,2338.48,6797047
../Graphs/large_twitch_edges.csv,168114,35279,37,517,16.4537,2380854722560,2391.26,6797196
../Graphs/large_twitch_edges.csv,168114,35279,38,503,16.3723,2380854722560,2443.71,6797351
../Graphs/large_twitch_edges.csv,168114,35279,39,485,16.6786,2386424758272,2495.84,6797387
../Graphs/large_twitch_edges.csv,168114,35279,40,479,16.7824,2386928074752,2547.67,6797446
